label	msg
comp.os.ms-windows.misc	 M_XN.GGHOL*(3IZ!02'C'"YM=*][*&WT%S;)5:&$V8A= K/X@2$F[(J )CABC M=8H#9!C@^.0%CF]P[ )'._@V/$5S@ ?'#NW61T@A&-G1/H#C'!0)T7(*^Q M._[3L4,X=K08CH]P[$N7<*Q"SKV"<N_.* JS5@GFO.PW,0[X6@-FN+:O M+QB0.X7KXP(XWM2QR_EV))8Z0!;?7I; 2Z.O72"XU<.^L%[Y,Z=K(/SN=Q M[H^.O<Q;SIV'.[-A_'/N=8P]R[(-6W@"C''N?8Y=R[%.G<JQ]SCV*GI MA.Q'+OS"E=_[6KO%'$'*.;+SOO!E_?W))<Z5^W&:E@M@:;8"U31L"'#3"K M%<@6/.X:P$/1Q <XG0MB=@BNFP?I/%Z:.RC@.8$;AA^5X/%H <TTA&9JFZ0 MPA,YC"/P([!F1^(-L3V(T.R;?92C&N!@<QX MZBO8 :UL 9SQ)QCV,PJ 4 MOJFUQ8*P="C3&NF]IQ#G5-ZKJF4D_8UD&;; GK01) QE/H6IYUP3.U 7-< M8N^E=I0"GFD[LL<0J)Y=0J981XK5OEOPB'/9GU (C;.+&B_4&TVSR%0W% MO2DUO%T!N-"''<T-]#;4BC&BE/@'C?E!0)3. 3%QZ<5]99#'_5!0J_!PH M_E4%"NQ=%V[WFX5/[OZCGRC6.O:NRH"W/<'NT= +;11B[<3JF$WX-'%:,G5 M4Q8)+G)MP/A!O[,H8 8'"2'A47B(]/X("12P:?0!CS%00C'/^@!'#P%RX! MKHL-(1O @V&0YU71,9DWK4[NPZ#M6@9FDTCJXICAIJP[RJ9!_G1C420@O M0E",EX2@C]Y_)H8]PPCA$3$U3H?PW0'#FX&E.FD !8-C:.F46NLG@$]K5L"4 M#R;V@2?SJOPE5,5LK+$<7U]C;-%![^"D&/0X"<I]<#P(9_?@3-N-X$QW-"GP MZ =I1?3T3O4;T9"5O3[%OYCI&$RE48S(+@< ]T3+$ W(2B<N(6T/5.-!A M8AWQ,OT3*P;J#C.<()?D3X70?K04"*4(9T":1YIX)G3DT&<_426 ;VBQAI MNBV&Q+HHPG-0 &@K++R89+#H<Q),K*%V;[? I#CZV2<)12C65; N($#DGJ MF9!V5N39K6D*4^,4KT1-HN_M,%%0<7,R=^W LU5@72UZ@W0+:Z&&<J&I_ - MTX5?_C-HE*K[R(72Z7[0I]6@#.-7J%*H%L1-=OTN ?9G'_"R*B[:426YEMH9 M+PIB?^^)G:J+=@CTXS]@T VOC$TR :&L)27<0*BWC&QM%GWN_8&)@L=-UB M[@",Y<P8RVDPEMO('YE1*ZNA7IE,2*K,V8Z57U=J5-S-,"1$Y*UJ0)Y8^<:R M55Y/-^&I"].N-';J?3T RJ4_/PJC! 4QV<1-*Q,%-B68GO#'AB=T@YH/8 M1K4/-SDO.3SA;I+K_VI0[G=T6]K@)Q:31;GU]@#RZP%W!B5S"I(&NG(U M .[9T1.:,I,:AR(U0NYV@[I,K5T .? ]P VWC42AT@W&S<%+^"(E,2^!I58E MV5+8^#(KB)-3G_'1YUO 9PZ][X)!(Q5772!J<8:@N]@O%*K^HT1H&4Y+_( MUAV$K3,&;BMXTSKDUBT=5&O*TFF"8P#[8ODCG].0AZOJT$=GF 51;<^6! M$ 1)$N/?:4QK QE;%#@B3Z0T.='U0H]+0T^A8UZO@=J/D+QMHI?8(+; M2AK76^.^.W"@75C-TU/]T(TL-S7#:O1_61**-Q5KP^)*;&C/2_(5EQYUO8 MB"Z_'UDD$,(#@$2/C5;[!"<OG+6=_K4TKZH]3'4T+HSHO=EF9)QA@!G/N*9 M@]BI3HO N;!CQP6#TH=] ]B ^6%A2;1$RL/8:6V!$" ]$ +:J15,%%^#=^=K M9O-#&$FZ8S T+":PXZBT2-64+-TX-7B;TJ9^2I_^NJ,W(?/$USF77P-%; MR+)?8T9+H(JO$93HZ/7^,QP9A0$J@E 5?P%4)4!H"+E#L!;2*$!*GT$4&ES MA4 E1!5,IORI2$]9V:J+6&6]2-=Z#V@)N9R&PQJ<0;.9YP3KJ"JAVL% MC"I;XR! BFYQ+H"?AH I)LU=3C-6X[73+/=PVE-ZFPF6YN/'*O%4,R(G. M5G*55".3GALALE <Z_.SC3T],IZTGZQB:HV$%4WT+GQH'L!(T0FH.Y$$9XC M SWN#_2L9UGGC2Z(+@_T3 6WSAV;J"HB^G81-7YBK^0F]QH3Y6*5NG; M($IK*ET#X)X=/4A5*"FIJ%,#4J#KD HI(;%9"J<I ;5C,K;CQS@5)5#63" M%T&)D0DLMD/(X?5OH51)?:6Z3XCP[D5QOK]H"IMKMKLE!VGVZ!"K,]4U9FI MFJ(J!$6ECL@UA#.CW(-*U,4?5W1 3L"%WRNV5%-IJ<9EU;I*1Q_57JK1TE*- MXTHUCBO7UP7WNE)-937O;6]+-95WVQ.]HS_!2C?-S4G!*R?[LDEVY^/O ML_BO]#<4"63Q 2#1N[:7:M(& +1<VV@EO9%< F0U)-@25(EFHJ+=4XL($L MJ4832S725JJ1NE*-L,D%7:HQF*H8"JT *ZX!49F@*Z:QSJH2P:ODXTZ$/1 MM(,JLUQW!C;YBP7":<V7MHT&0:@-RP) JPH*[!D3JX8& )Q.D;H [Y;@P MN=#IFJP,M]UB=?&W3[1@" HH*@-!'.B+PN&X8$:!(VT.O2#?Q,H-.99%[, MR9/PPB+ICAA)<FZ;&Q7VZ$O86$NO;2I8+_,/ISX],B&5V7$ZU!.7BNWG@ ME3NU<JB'[0C*5U!.TI$!#/;_D369(<9BQ10GJ^:O#6A88QHA-S!$NT"Z(8@F M0U021C3<H,BLAEKR8QU!(]*:$0J8"+*I6U4W^7/(L"/@E8YFIN@LA%<ABU@@ M)-%W)U"N?'G@1=(HI]48<"P'KA(- [(6NI+E2*$@FLR &HD/<(IS"+2?[^@ MM:^.KW$4PIL(!2!]'$@&]ENLIMJ57YZV '^A9;]%"T;BFV0O1*<'[D@/&K M"@ZH&M%0#N7ZNO,P)_5 _YV7/?7A*92P0TA"V1M#V1(-I,I]9H%J6G-E 0Q2 M'1LRFI-9+411[798S,2-1X9M@I"$*A5<[:0U#<)N+PXG-Z2]T[^#<T;N M(*9K8UIZ=P9<72(CR'C&Z9EA3;CT1F[C&&'&<4N*N@LY'32(FC#3GV44/;$ MS0E/SB[;$V!KGS_0(!2=WLNKY&:6"22L:@WQ53Y'=9XGKC8?UH#$/_.P]H( M#PMLV')D<Q"$"RYOBDY8KF4J!F4I@?<$I^HOA<4$/T!F7?P7Z%7T!.$A M-"2*48-8@ TB."_ 4 . X9G7MVF1^4/HP67V0,TBXZZ;?K&.X"&9 FFOOSN M_5X^"G0@J@Y00KF?PCP9EOQ/SB8Y'AB0V+H[A;)N^_H+$NCLT&55O/77G" MQ#!SP^;]YW0T/%3A9JD/KA7]/_]@/YV))X3Q4&!:X#C/+0(13X0==GVP+C MP,7FG?YM )O'C^*HU_^%ZEN^$W$LM]D]4-@9S<?8BA_#]C&.;P^M!.*"3 9@ M=GIHOVJ"%MHD%'L@BNT*?LBO2E! N)4NTYKW1G!NF4)94UJVMC5@H11,*Z5@ MD.@R DKN9[R_*J,49J#U$S#J:])P2W%#A XT;O [AF:M^UH&9QYD83O("4 MQQ] V^UIXVT+?,6T46)C+ CWBT_I*Y0E8&^(U'(?S4(/#U2%S^2^3A7H%6S: MBC7;N78.46?]FWV1"6#.K.TZN$C%6D$AS8,RL+,B2"'?VW3 + $USG/:$ 
comp.os.ms-windows.misc	 M2C3,JSG A-($J7LUS?30XC;16@"Y DK<(ME<#T(F6;;,3QX";?H!80H( MGNM U )D@/D&"!YW0"R"<T!2V<XLFP6#F9?P@A4&:'&B AD."/,( ,V1#&W; M'<]6P- 3$BU['L:P$]FVI@<L8'Q"WX&-AQ(LP,9VNF5[90%! ]HF&-8MNG2 M/ ''J-A9#1RS2FE.RXF6ML*XFG;KJJI-#N5H8BU%,;CF[;831;&$?0[R0) M=".B4G!M<W13VW!-]SV.;ZFFUT9"UO&JVLT=W8L<3FY884[% #0CG+@2S- MJ2S;MU2Y8(6!:E!=[D@C6+,%R]42K.8%%$F"<2S+#JC*%JQLXN:4@N&F:AL' M%&0+I@&-6S7B7:Z,$UEV(JC&K:&:PT,UJYU0[7FHYO10S?&AFGUT;'JH5J8 M9<&:G'Z<HX-U7IW%^_NXMU=O+N+=W?Q[B[7<=RJ-:T'1NJA9F^X]EW/-NQ MH=KX4,U#H9IS0C77A6H^"-5<%*JY'50S2'.JSE#-(:":!T(U-X5J;@[5'!2J MV;)?&2I4NPZJN2E4([&A&MS3/M89JGDY5+.YO:PS5".VO2PG5'-J.8F4,V& M_<Q9CA8 JOF^=/&S-IYYEV5#M JCF!5#-G:$:L]O]OVM.U1S8JAFRQ[7 M':JYM8]&9D,UKX9JC@S5G!J.394<UH9O=N]QRJN3-4WC'YW6&:EX+U?P# MJMF2/&5/, K@[NHP&.X-4H%@3Q:@#KHP&85Z,^&N+5 & ^&F9K@/^S-<"/ MQK,U4IRMDQL#1#CV1HISM8 UVC/UN#MV1K<3?6PW6P-?#=;@^]F:P!M99BM M03^P-7]@:][-UL"?LS7 [&9KCLW6P!.S-9*8K9'$;,V)V1J0"J]7 P HX-5H MV -) _AH[('%<P/^#5 %U<,RGJU4ALKP9L=H$-!0R_[:/!AP68Y(&UXDD$ MVZMIFE<#5WQ8M@"1EF5KMXQ=CS'?8H#@QWRU@.#S#MPL#? I@&"+U3G!5HX MMFW)EF PUQ)L"Q_K]Z"EQ9LQ8]9P.E=9O=;KV(,NNH-NF95N*%58['Q,T M"[Y:U]XD;$ZOF+5-P?H#2;[K^W291V[84+VW8@M6)+S9L?^U0+"L-Z[H MWKF78]_4S+:I;O569XE:*N6XDU.ZQOONG,[&R<P%,O$ YQXXDF3?I-$O6 M)N40SL+OLVR"QT0K&.:;,%(=&EFP528:0MQ69$D&$?2)"[M3422Y(JP;*R M,<+$60D?#THL0_Z @:O1,06ZKC4'TM@U[EF&7]&RU=J1:S^UYI$J6"=5 M:YZLUOQ/K=GQ=ED$<-Y]CS'%J@G"U1/%JBV[RU)]9K=NXM[.[9Z]Y=W-NS MRSEV.RFLWSGV/,<,:^ZQAWG=L:U?9=9[)&M6??P[GGU'@!ADT&21ZLEB M6-)6I+JM2/5MD6K/_F1D%3=9:K;RE2WE:FV[%:6;=@RM66_NBU3;=FOG'N6 M9^R;<,N9=DZM;,]S-(9FD[MDX]4J7:M)<YLI?9VN2BE0[][3;)J[*U3K MH6S9JUQ?S-N+$W?DLHURZ$+JE:LW,;MEIKWN,+WG.L=9MF'+M=UEL,2Q MVSGV.]M^Y]CSNLLUF]KS_,F.K=9JE2-'.LLEG62IC<K64*L++DD0,F2W;6P MV*-ZCT<%W"#J@9T!O+#0WC#;'A70SS63IQX5$#T*G@UC^HU :IY5'291P74 MED+?LB5#J49::Z-4 K5W1ZD :5PHE1+MGY$6'*7B+)I]#*4"RM8RM% JA5HZ M9IF/@56",C6/;%@P78C56;@JP#5.+RS'4!:S-0I6*4H%TM/2):%41--"J<!C MH%1 ':/JC%+!]!D+%DH%/ NA( %7$ P+))EN#E1"X U9D@JD.!5'0R2 5J M)$B%WP:IX-E!JB#5*!&@E3X;9!*)H-4,AFDDK8@E4P&J:0M2/5MD K"TQZ4 M%*0R1L40%0*4;-@0%4D*49T4HAIO&*9HIX,48F_?<S57M86HL)-&Z :H=+W M%*H1JGS;L!$J!:@.YV^/<^]R[FS#1JBT+4*U=:]KBU#!;R-4N+,,UXQ0:5N$ M2KHC5-]&J)Z,4,%O(U0D,O <[@AX7[-8!WUTRZ^C6 C.B'1:L)J/9K2B/8 M?DW'_!K R&$Q0P7GZ$"_G.,H<)ONZ@@VC)40C#MV R53F:HY#9#)23+ALU0 MMV6H+8,E;BW8S-4.IFADMLN*FGKHI+;+BIIZZ(2S^:H9JB ;<M0H28J,IFA M@O!085:Z#9NA9NIV;(;:L)9MF$S5'K;0R445;<I*MRX#9NB4ELYG&&/<VV" MZE:&35'I;0^52Z:C:%,Q5+<R;(Y**:JL^QU?DZ--US7(&WY&BA8G8# SC# M ,@*JNF53UP "D7X/Y:9!B?@V0=@UQP0#^[X(!O*87-&9LU^#<*@ZI]? M(TG]FMV&K9K]&N*"@27U:Z2[7^-RCMW(K]F@4MOV:W[EU6Q0Z6T;# B#*@95 MM_T:(5!UVZZ1MG8-3F9XD&T[MET#.=FN,8-*+=DF&/LU"(.*D_HUN =&'(H- M,/9K"(.J]PPJW*79#VN[IED&!.HU+C+M75K;-8F-<"0MEZ-K9KL/0VG09_ M3ZY.YU&W!J^S::1)6X-XH=%6_DUP!D"^#6DVH! ?@U0X363L'Z-_/9K@/+# M(L/FL,$&.;7T&E^#<263L/*$?)W#!4.FB07 ,#(@LVJAI("8?,4#P/P-^ M#T@NV;85V38+AKC6;^/^;=FD_(A[AQ)LQ=</Z.?8MM<<8+GL5RV[GVKWLTT4 MJX%V7B]H%GR@?X0-==T-5&LM@':"MJ&7S6T!=,1OFU;-0WMFHHM F!,D ) M?_N'8&YKV:G.6!=/QQ;V#7KAVZTK2KS#]U6+<-K:G8#WWQ$6Q[ARNAJ1W.N M EL^[=D-CR29![A+(ZK2BSX%<O.6D"PU@O:@A%9#V49%68J"A%8L'XMS!Q M*&BDB17A,W691LCS!]!^BJ6F8IRE4GQ:H+BY075YJ-^Q9AEW2LQ7JI0K5 M+Q6JERI4KU6H/JU0_5*A^K1"=6*%ZM,*U8D5JDK5)]6J+;O+6L%JMV[BWL 
comp.os.ms-windows.misc	 Just an apology in advance for posting a binary to this newsgroup. I've had several attempts to mail it to the original poster but it's not getting through intact. 
comp.os.ms-windows.misc	 While there are too many PS clones to count, some of which are quite poor, trying to clone something that goes through regular modifications does require some patience. Three questions come to mid real quick for something like this. 
comp.os.ms-windows.misc	 I can vouch for this one. I ordered it and got it for $34 including S&H. It took me awhile to figure out how to get it working with my system, but since I did, I get terrific results while downloading using PCPlus for Windows. I used to get errors if I started any other program while downloading at high speed. Not anymore. 
comp.os.ms-windows.misc	 Hi, everybody: I guess my subject has said it all. It is getting boring looking at those same old bmp files that came with Windows. So, I am wondering if there is any body has some beautiful bmp file I can share. Or maybe somebody can tell me some ftp site for some bmp files, like some scenery files, some animals files, etc.... I used to have some, unfortunately i delete them all. 
comp.os.ms-windows.misc	 I've been told that Panasonic has uploaded some to Compu$erve, but I don't have a CIS account. I just use the Epson FX-80 driver myself, and it comes out very pretty (if very slowly) on my 1080i. 
comp.os.ms-windows.misc	 But a disk compare utility (old versus new) will. And Windows 3.1 is also flexible enough at install time that you can copy all the files onto your hard disk, which greatly speeds things up and makes them less annoying, if you can spare the 7 or so compressed megs. 
comp.os.ms-windows.misc	 Sporadically, yes. It seems to flicker, or change shape into snow briefly. Not enough to impair functionality, just call attention to Diamond's professional sloppiness. 
comp.os.ms-windows.misc	 I have an IBM and run Windows 3.1. A friend installed Norton Desktop For Windows on top of this. It loads automatically when I type "win", and surely adds to the (already dismally slow) process of starting up. 
comp.os.ms-windows.misc	 I just installed a new TrueType font under MS-Windows 3.1 but though all the applications display the font correctly on the screen, quite a few of them fail to print out the document correctly (on a LaserJet 4 - non-PostScript printer). 
comp.os.ms-windows.misc	 1. Get the friend to uninstall it. 2. Read the manual (though from your post I infer that you are using pirated software.) 3. Go into SYS.INI and change the SHELL= line to read SHELL=PROGMAN.EXE 
comp.os.ms-windows.misc	 The 5426 has its own set of drivers. You may be using the drivers intended for the 5420 or 5422 by mistake. 
comp.os.ms-windows.misc	 Huh??? My copy of win 3.1 came on _permanently_ write-protected diskettes. (No sliding tabs). 
comp.os.ms-windows.misc	 I've got a probelm with printing envelops on my deskjet 550C from Word for Windows. 
comp.os.ms-windows.misc	 One of the items in the group folder (typically called Norton Desktop Applications) is labelled "Norton Desktop Uninstall". Need I say more! 
comp.os.ms-windows.misc	 If an Uninstall icon doesn't exist in the Norton Desktop Apps" 'group: 
comp.os.ms-windows.misc	 This is a common problem with highly complex TrueType fonts. Microsoft admits to a problem with older versions of the PostScript printer driver, but I've found it to be pretty generic. 
comp.os.ms-windows.misc	 so when is PRODIGY going to open the doors for inetgate to accept internet mail eh? 
comp.os.ms-windows.misc	 I am curious: what does the /double_buffer parameter in smartdrv actually do for me? I seem to have less problems in Windows when I leave it out. 
comp.os.ms-windows.misc	 A posting in another news group I read a while ago said that PC-Xview and PC-Xremote allow you to use Xterm. Call NCD @ 503-641-2200 for more info. 
comp.os.ms-windows.misc	 I have an 8514/A card, and I am using windows in 1024x768 mode (normal 8514/A font, not small). In the 386 enhanced mode the DOS window font is too small for my 14" monitor. Is there a way to spacify the font size for the DOS window? You'll have to excuse me if there is a trivial answer, since I am fairly new to MS Windows world. 
comp.os.ms-windows.misc	 Has anyone used the Number Nine (# 9) Video Graphics adaptor with Windows or Windows NT? What do you think??? 
comp.os.ms-windows.misc	 I am using WFW 2.0c with a Canon BJ10e. The printer driver is that which comes with Windows 3.1. Unfortatunately, I am having a problem with printing page numbers on the bottom of the page. I can print page number on the top of the page, but not on the bottom. Has anybody had a similar problem and/or does anybody have a solution for such a problem. 
comp.os.ms-windows.misc	 The Microsoft Founation classes (afx) that come with C/C++ 7.0 (and Visual C++) are very good, they already have a version for NT, it comes with source code, and is very close to the navtive API. It also as some classes to manage data structures... 
comp.os.ms-windows.misc	 hi, Have you used Mac system 6.x or 7.x? If the answer is positive, you would know if ms-windows is a "mature" OS. 
comp.os.ms-windows.misc	 you Need gs252ini.zip and 24*.zip, and 25*.zip font files. You can get these from wuarchive.wustl.edu /mirrors/msdos/postscript. I also advice you to get gs252gui.zip from CICA. It is a nice interface for ghostscript. Ghostscript is very user unfriendly. This interface makes it user friendly. For using this interface you have to get vbrun100.dll (from risc.ua.edu /pub/network/misc) copy this to your windows directory. Copy gui executables and other files to your ghostscript directory. And anter the line below to your autoexec.bat. 
comp.os.ms-windows.misc	 First of all, without wanting to sound nagging and bossy, yes it is a trivial answer and that's perfectly fine ( otherwise how is one supposed to move up to the complicated and challenging questions, we net readers so much enjoy :) ?), and the massive crossposting of your article was not justified... Please refer to appropriate newsgroups next time (by the way c.o.msw.misc is OK :) ). Now as far as your problem is concerned: try playing around with the settings in the 'Fonts..." dialog box under the window control menu (that little square at the top left corner of the window..). 
comp.os.ms-windows.misc	 Dear friend, The RISC means "reduced instruction set computer". The RISC usually has small instruction set so as to reduce the circuit complex and can increase the clock rate to have a high performance. You can read some books about computer architecture for more information about RISC. 
comp.os.ms-windows.misc	 Hmmmm, why do I get the feeling that this is gonna start one of those endless threads 'Mac Vs Win" and might even end up as "OS/2 Vs Win". Well, I dont know if Windows is a mature OS, if I have seen one (in which case that has to be X-Windows :) ), but dont be so quick to judge... First of all to try to use plain vanilla Windows is as courageous as to try to use plain vanilla DOS. There are _lots_ of very nice commercial and shareware packages/utilities that will boost up Windows past what MS itself thought possible :)... For example, Norton Desktop for Windows 2.0 (a replace- ment for ProgMan) will give you group-within-a-group capability and will even change group icons, it will launch progs by association (well, FileMan does that too) or by dragging the file in the apps icon (now Mac doesnt do that, huh? :) )... And the list goes on and on... Now, Windows _is_ kinda hard to finetune, boost and configure, but thats trhe price to pay for not paying $$$ to get a Mac or an OS/2 capable machine (an entirely differet story ...)... On the other hand if you dont like the idea of PM's icons not correspnding to the files themselves, well they are not supposed to :).. PM is a Program _Launching_ utility not a file manager... Modify your settings to have FM as your shell and not PM, or get a couple of utilities from cica that supposedly give you a 'Mac feel'... I dont wanna get in the discussion which is a better system: Mac's are good in their own way -- they are _different_ not better or worse than Win PCs-- (actually I am writing this from a Mac lab as a user assistant - so dont think I am partial to Win:) ) By all means check out the stuff in cica (ftp to ftp.cica.indiana.edu under the pub/pc/win3 subdir user: anonymous), or wait for StarTrek (Mac's OS on a PC !!! -- the threads we are gonna have then !!! :) )... Just trying to avoid another Mac-Win war... 
comp.os.ms-windows.misc	 I have a 486DX-33 computer with a SoundBlaster 1.0 card. I'm running Microsoft Windows v3.1. I have the SB driver set up properly to play normal sounds (.WAV files, etc.). I want to play midi files through the Media Player that is included with windows. I know I have to set up the patch maps or something in the MIDI-Mapper in the Control Panel. I KNOW NOTHING ABOUT MIDI. (This is to be the way I'll get my feet wet.) 
comp.os.ms-windows.misc	 Hi there, I'm having a bizarre video problem within Windows 3.1. I have a 286 with a GVGA-16 video board. I've been using the standard Windows VGA driver with other similarly configured computers. 
comp.os.ms-windows.misc	 It certainly is multi-user. What I have seen from the March Beta is that it doesn't yet come with the stuff which exploits multi-user features. I remember somebody from MS stating that it doesn't allow two users share one GUI. My interpretation of this was that one user per console but all the networking and RPC based stuff you want. 
comp.os.ms-windows.misc	 I know you said E-mail preferred but because this is a common problem with WPWin I'll post it here. 
comp.os.ms-windows.misc	 HELP, PROBLEM 486/33MHZ HANGS IN EXTENDED MODE TRYING TO ACCESS DRIVES A: OR B: , SOMETIMES IT WILL DO DIR , SOMETIMES WILL HANG ON ACCESS SOMETIMES WILL WHEN TYING A TEXT FILE. 
comp.os.ms-windows.misc	 Does anyone know the phone and fax number of the Asymetrix Corporation. I am also interested in their e-mail address. 
comp.os.ms-windows.misc	 As I can recall, you can click on the upper left button of dos window, then choose font to change. Also there is a demo window to show you in advance how the font you choose will affect the size of dos window. Make a try! 
comp.os.ms-windows.misc	 I have (had) several problems with the card. - Applications crashed when moving the mouse (VGA mode). Fixed by removing the line STACKS=0,0 from config.sys. The default value STACKS=9,256 does just fine. - Random white pixels all over the screen when moving the mouse, in a 256 color graphical mode (the hardware cursor modes). Fixed by turning off the hardware scroll ("24xmode scrolloff") before entering the graphics mode. This also fixed the problem of the windowed DOS boxes under windows. With the hardware scroll enabled, applications write garbage outside the window. - The screensavers do not remove the cursor in 256 color modes (hardware cursor). I don't know if this is a windows problem or a driver problem. Clearly there should be two types of cursor removing functions: a remove- for-draw, which can be ignored for hardware cursors and a remove- unconditionally. Do other cards with hardware cursors have the same problem? - The VESA driver does not support the 640x480x16M TrueColor mode. (Universal VESA drivers do not run at all). 
comp.os.ms-windows.misc	 recommended me to do that (32bit access). If I use EMM386.EXE, after win3.1 startup I have 6689K of memory free, if I leave EMM386.EXE out of my config.sys I have 9935K of memory free, and windows recommends me a swap file of 11769K. 
comp.os.ms-windows.misc	 I have the same problem. Someone suggested it might be a BIOS bug. Gonna check with my supplier tomorrow. I'll tell you if it helps. 
comp.os.ms-windows.misc	 I remember reading about a program that made windows icons run away from the mouse as it moved near them. Does anyone know the name of this program and the ftp location (probably at cica) 
comp.os.ms-windows.misc	 I'm looking for a font that looks like pixels off of a monitor (not the lcd kind of font though) does anyone know where I can get one? 
comp.os.ms-windows.misc	 I just put one in my machine last week. I have an AST 486/66. I was getting ~10million winmarks with my Diamond SS24, and the #9 board is doing ~20million winmarks. From my brief experiences with it, i'm very satisfied. BTW, this is with Win 3.1. 
comp.os.ms-windows.misc	 HI there! I have a few games that I'd like to run under Windows 3.1 and can't get the PIFS adjusted right. For example Wing Commander. In my DOS Prompt, I have more than 620K available for programs. This is enough to run WC. So I build a PIF giving WC a couple of megs of extended memory etc.. and run it. WC prompts: "Loading Wing Commander..." and then a message about "Using extended memory..." etc... and then my screen goes black (just before the opening scene-the orchestra-would have appeared.) 
comp.os.ms-windows.misc	 hmm... not that I am an authority on RISC ;-) but I clearly remember reading that the instruction set on RISC CPUs is rather large. The difference is in addressing modes - RISC instruction sets are not as orthogonal is CISC. 
comp.os.ms-windows.misc	 How do you set up an app to give its window a default start up position and size? 
comp.os.ms-windows.misc	 I've been using MS Access (still available from some stores for $99.00) and I am quite pleased with it. It's relatively easy to learn, very easy to use and somewhat easy to program. I highly recomend it, particularly at $99.00! I have not used Paradox for Windows, but I don't expect it to be $30.00 better than Access (IMHO). 
comp.os.ms-windows.misc	 Can someone out there tell me how to switch Window's screen resolution quickly and easily? I know that I can go back into install to do it, but what I'd really like is to have is the ability to just change a couple of startup or configuration files and have the resolution changed. I already have both video drivers that I need on my system, so that isn't a problem. 
comp.os.ms-windows.misc	 Hi All, I'm asking for info on behalf of a friend. Is there, what would be, the best way to copy the output of a monitor on to video tape? Any ideas? Please prescribe additional hardware and/or software? (I'm just assuming an Intel/Windows environment). Thanks in advance. --Jerry 
comp.os.ms-windows.misc	 I have an Okidata 2410 printer for which I would like to have a printer driver. Has anyone seen such a thing? There is not one on the Microsoft BBS. I can print to it from Windows but I have no fonts available and with Paradox for Windows I can't print labels on it unless there is a proper printer defined. 
comp.os.ms-windows.misc	 I am looking for a WIN31 driver (or set) for my Diamond Speedstar 1MB video card. Does anybody know of an archive site that has these? I looked at CICA and it had drivers for the Stealth card and for Generic ET4000 cards but not one specifically for the Speedstar. Is there one? Or has Diamond dropped the Speedstar out of the driver development loop. 
comp.os.ms-windows.misc	 Since running any GUI over a network is going to slow it down by a fair amount, I expect Windows NT will be multiuser only in the sense of sharing filesystems. Someone will likely write a telnetd for it so one could run character-based apps, but graphics-based apps will have to be shared by running the executables on the local CPU. This is how things are shaping up everywhere: client-server architectures are taking over from the old cpu-terminal setups. 
comp.os.ms-windows.misc	 The control box of the Window itself (upper left corner of the window, single click, am I being too simplistic?) has a font option. The 8 X 12 is about the biggest one I can use without the characters turning funky. 
comp.os.ms-windows.misc	 Windows NT or WNT can also be derived by the next letter in the alphabet of VMS - same as HAL and IBM. You might recall that the chief architect of VMS is also chief designer of WNT. 
comp.os.ms-windows.misc	 As far as I have read WIN NT will be supported on Intel, DEC ALPHA and the MIPS R4000 series of processors only. I do remember though reading a rumour about Sparc support sometime in the future. I am not sure what you mean by running "unix applications". You would have to have SAS for WIN NT (or maybe SAS for WIN16 etc). I have read that MS will anounce avalaibility of WIN NT by end of May 93 (Comdex Spring). Hope this helps. 
comp.os.ms-windows.misc	 There is a way in SYS.INI to turn off RAM parity checking (unfortunately, my good Windows references are at home, but any standard Win reference will tell you how to do it. If not, email back to me.) That weird memory may be producing phony parity errors. Danger is, if you turn checkling off, you run the slight risk of data corruption due to a missed real error. 
comp.os.ms-windows.misc	 I would like to know about the current fax software available for Windows. Does it take a 9600 baud fax/modem or 14.4K ? Please respond with info. 
comp.os.ms-windows.misc	 I downloaded the CompuServe GIF of the month. A raytraced image of a golf ball next to a hole. Very nice, 640x480x256 bitmap, easily converted to a Windows BMP. If anyone wants, I could upload a copy on Cica... 
comp.os.ms-windows.misc	 John White from STAC Electronics can be reached at compuserv as 72370,1005. For me 72370.1005@compuserve.com would as email address work from Internet. 
comp.os.ms-windows.misc	 Couldn't you simply use MIN() as you use SUM() and than subtract it from SUM() ?? 
comp.os.ms-windows.misc	 If you are interested in a program which is very easy to use, I strongly suggest Approach 2.0. It is extremely easy to use, make reports, etc. I own both it and Paradox, and I almost never use Paradox. If you need to build up a complicated application, then Paradox is the way to go. I have heard horror stories about the Access programming being extremely cryptic. Since you seem like you will probably be doing fairly small stuff (work/ home use and you have not used a database before), I recommend Approach. I have found only one small thing which I would like it to do more easily: I have one database where the order in which the records are entered must be different than what is the logical ordering. To permanently reorder (to use the old DBASE III command) the records requires sorting the records appropriately (no problem, since I almost always use them in this order) exporting the database to another database (which can still be an Approach database), and then copying the exported files back to the original filename. This is a small weakness, considering the other items I really like about Approach. It is also a little slower than Paradox (other than the loading, Paradox takes forever and a minute to load). Paradox also takes a lot of memory (both hard disk (around 12MB) and RAM). 
comp.os.ms-windows.misc	 Take a look at ftp.cica.indiana.edu at pub/pc/win3/(util?misc?) for a program caleld vswitch.zip.It's as close to want you want as you can get in WIn3.1 ... Hope it helps... 
comp.os.ms-windows.misc	 The Diamond BBS has these. Their 2400 baud BBS phone number is (408) 730-1100. Their 9600 baud BBS phone number is (408) 524-9335. Sorry, I don't know of any FTP site that has these (though I'd be surprised if there wasn't one). 
